Pressure_psi,Depth_ft,Temperature_F,Retarder_pct,Density_ppg,ThickeningTime_hr
7233.23,7885.21,295.49,0.126,14.13,7.38
5152.14,10573.1,238.71,1.67,12.81,11.31
3101.09,8478.81,271.94,0.968,14.69,8.49
4700.99,13693.56,257.05,2.444,17.22,10.76
7341.55,11399.32,236.95,0.865,17.66,8.2
4295.05,7097.43,257.8,1.969,13.85,10.79
6470.82,6988.15,278.48,2.364,16.43,10.55
5289.19,11381.18,223.14,0.123,12.15,8.13
3350.9,7874.02,266.42,0.848,15.63,7.93
7604.04,10306.19,255.81,1.17,14.63,9.75
6422.39,10915.6,269.66,1.398,16.43,8.86
4817.91,11101.36,155.56,0.962,17.48,8.93
7950.22,12611.32,277.33,2.211,14.81,10.87
7909.27,10476.45,230.82,0.254,15.48,7.36
2089.39,7403.04,178.6,2.221,14.02,12.55
6157.59,9174.15,199.5,2.049,16.59,11.43
7831.87,8421.46,206.44,2.105,16.16,11.37
3657.71,12697.78,208.59,1.247,13.2,10.28
4224.65,6282.01,291.95,0.841,16.6,8.05
4299.05,14272.88,177.15,2.008,15.43,11.48
5845.3,6829.77,270.88,1.632,14.44,9.87
4287.71,6990.56,168.79,0.673,15.68,9.8
6703.13,7336.27,159.47,1.683,17.58,11.74
5325.43,12113.4,287.5,0.846,15.32,8.65
2988.75,10340.15,171.47,2.25,14.49,12.74
7708.97,11693.73,210.38,1.48,17.72,10.1
5186.09,6461.31,282.7,1.788,17.38,10.19
4101.44,14332.23,252.23,2.271,17.74,10.43
5568.83,6520.91,181.6,2.262,14.28,12.84
7347.37,6842.55,213.7,2.196,13.01,13.18
6611.97,13206.88,158.28,1.645,13.18,12.17
5126.08,9915.93,196.75,1.408,14.39,12.39
4703.92,7891.35,220.53,0.462,15.82,8.78
3606.5,13305.96,244.78,1.576,16.25,10.05
6660.14,11143.56,158.05,0.25,16.78,8.66
5353.42,12326.58,166.01,2.165,13.95,12.22
5912.75,13105.32,255.89,2.093,12.93,12.07
6171.67,7101.61,245.43,1.063,16.7,8.66
7342.42,6521.76,178.31,2.076,13.72,13.37
7467.46,10586.67,215.71,2.159,15.9,11.61
5153.79,5465.76,279.27,0.327,15.36,7.64
6810.59,7709.97,220.88,0.562,15.14,8.68
2194.51,9135.16,205.3,0.743,17.67,8.49
6793.69,14887.65,186.21,1.927,17.08,11.07
4227.19,9400.89,158.54,0.505,14.25,11.12
2526.61,8950.67,219.99,0.373,17.2,7.74
4264.09,6489.93,223.42,1.418,14.5,9.29
6252.34,12986.06,191.31,1.809,15.25,11.01
6519.48,11225.03,160.74,0.204,14.8,8.77
3917.81,7681.59,257.55,0.69,17.61,7.17
3205.91,7062.54,245.96,0.151,13.19,8.62
4461.75,14532.78,213.47,0.645,12.83,9.57
6752.28,14953.97,272.74,1.998,13.8,10.41
3224.12,5485.08,260.06,0.173,12.96,8.16
3892.53,7015.98,183.79,0.705,16.09,8.85
3390.18,12773.31,180.94,0.251,14.87,9.74
2149.35,8422.44,181.0,0.696,12.17,10.77
7691.4,8415.61,170.8,1.366,16.56,10.47
3419.07,5523.69,242.89,2.206,12.49,12.58
2829.86,14590.73,291.27,2.207,14.08,10.67
6055.99,5537.86,241.14,2.078,12.91,12.23
7666.52,13448.7,274.05,0.678,13.57,8.74
4848.52,5473.82,206.26,1.664,14.6,10.89
3617.55,9568.36,298.91,0.296,17.38,7.0
2265.06,11373.84,167.77,0.469,16.36,8.95
6499.32,10463.23,268.94,2.312,14.4,11.79
2956.34,10025.96,239.39,0.561,14.13,8.5
3829.6,14928.6,290.1,0.858,13.95,9.65
3640.36,9175.73,256.39,0.177,12.17,7.84
4185.39,8609.7,265.63,0.738,14.11,8.68
4947.55,5626.39,265.66,2.356,14.61,11.37
3197.43,10426.14,169.72,2.295,15.64,12.12
2699.13,5846.81,277.01,1.039,12.26,9.94
3503.28,5200.84,201.06,0.18,15.76,7.95
4570.61,7309.55,186.22,1.833,17.07,10.2
7995.15,12910.32,156.62,1.518,17.73,9.96
4296.29,5405.58,243.47,1.474,14.45,9.88
6864.3,6465.32,279.77,2.38,12.84,12.27
3093.51,8651.16,157.56,1.407,14.07,10.78
3199.21,7094.22,172.1,0.399,12.19,9.65
5428.72,14818.89,233.37,1.993,14.67,11.25
2965.04,11335.6,293.49,0.768,13.74,8.54
2134.36,13964.41,165.06,0.773,17.38,9.37
6056.28,6425.03,235.0,1.676,14.84,11.02
6926.23,14600.4,209.72,1.044,12.02,10.68
2084.99,12067.25,217.2,1.108,16.7,10.29
4141.04,7875.62,212.98,0.856,12.38,11.25
4889.68,14515.35,267.16,2.362,17.79,9.43
2991.29,6242.54,238.71,0.794,15.44,8.61
2794.68,14237.31,241.79,0.747,14.49,9.12
6199.07,8464.2,242.82,1.443,16.27,10.09
7595.06,6242.58,151.95,1.258,13.27,12.05
6242.39,6111.03,199.98,0.339,16.78,8.62
4013.18,14456.44,284.55,0.921,12.6,9.3
3186.1,8402.26,219.26,1.786,13.68,11.28
4689.65,10306.76,232.4,0.283,17.9,6.98
4017.53,10901.28,219.56,1.324,13.45,10.72
4512.13,13041.47,237.99,2.078,13.69,11.71
5793.07,5525.91,235.01,1.498,12.95,10.32
5716.43,7907.93,168.91,2.345,15.97,12.77
3218.64,11724.9,250.52,0.387,13.83,8.05
7337.18,5824.99,297.45,0.473,13.16,7.87
2786.31,10784.87,263.48,1.197,12.85,9.94
4726.7,13806.33,240.32,0.157,17.17,7.17
4356.06,7532.72,202.17,1.936,15.97,10.1
4968.26,9900.19,155.12,2.392,12.59,13.79
2129.92,14249.4,276.5,0.322,12.32,8.44
5282.11,14249.4,297.59,2.497,14.71,11.83
5143.27,6991.78,163.53,0.563,12.19,10.49
3509.89,8258.67,234.15,1.954,17.66,9.7
4834.37,6572.0,173.53,0.556,17.78,8.29
5379.28,7603.62,222.83,2.465,14.16,12.42
7146.7,11895.38,292.89,1.591,12.85,10.9
5856.66,11931.75,160.6,0.369,13.7,10.01
4083.65,9462.68,173.39,2.216,17.54,11.03
6351.93,6854.26,294.9,0.885,13.23,9.35
5994.69,8012.14,155.91,0.384,14.35,9.21
6695.57,10912.9,238.88,0.293,16.16,7.28
6178.71,6760.15,257.53,0.373,16.93,7.22
3251.47,13147.66,188.91,2.142,13.6,12.41
3681.23,14708.96,269.39,1.079,13.13,9.28
7466.67,13893.64,235.32,0.462,12.3,9.53
2390.4,5131.94,156.04,2.0,16.12,12.18
6975.11,6447.71,222.92,0.313,12.56,9.49
6102.65,9339.82,170.26,2.286,15.42,11.59
7546.18,6108.18,230.69,0.585,16.21,8.56
2212.5,11845.72,190.84,0.852,12.32,10.47
3910.74,9542.83,251.07,1.249,12.74,10.49
7351.49,13493.8,265.63,0.57,14.99,8.12
4914.6,8285.06,228.07,1.032,17.03,9.52
3013.37,6533.39,231.91,0.769,17.94,7.89
7015.98,7016.38,215.74,1.759,14.94,10.67
4487.75,8222.15,246.42,1.422,15.31,10.0
5501.0,6107.28,204.4,0.26,14.23,8.75
2686.94,12927.32,219.22,2.279,14.44,12.99
6841.01,9549.49,266.7,0.315,16.48,7.29
3289.44,13704.63,292.82,0.988,17.84,8.24
4173.69,9765.63,226.01,2.315,15.1,11.3
3738.93,10238.53,265.15,1.499,13.49,10.16
7351.98,10004.16,246.29,1.611,16.13,10.32
4472.08,12070.2,217.49,2.027,13.15,11.74
4999.51,10454.55,272.4,2.004,12.05,11.16
7992.99,12733.53,263.07,1.269,12.21,10.52
3756.03,8436.04,166.28,0.368,15.93,8.8
7216.83,11738.68,212.5,0.486,14.77,9.81
7317.24,14264.76,274.62,1.68,12.94,9.74
7724.36,6923.74,259.82,0.587,12.04,8.71
5005.72,9253.62,215.25,0.902,17.11,8.22
5061.18,7412.45,167.79,0.813,17.45,8.11
4431.51,6823.56,161.84,0.162,16.16,8.58
4766.15,9453.41,250.43,1.057,16.31,8.44
7920.41,12882.05,182.42,0.231,12.94,9.09
3057.35,6737.1,159.37,0.6,15.06,9.53
5393.59,8874.85,265.92,2.18,17.99,10.04
7920.78,5543.29,287.1,2.314,16.97,10.03
4410.99,6174.65,251.3,1.695,17.17,10.32
4557.15,7778.29,211.11,0.855,13.17,10.41
5594.03,8746.41,244.12,2.152,15.8,11.14
3823.01,13083.05,199.64,1.832,13.94,11.8
4880.3,6501.5,254.82,0.904,16.27,9.06
6224.14,13040.49,288.16,2.033,15.74,11.68
4800.0,8520.62,270.73,1.502,16.64,10.13
3698.08,8710.71,229.9,0.142,12.09,8.61
6766.72,8437.04,258.78,2.279,16.17,9.96
5420.89,8879.65,279.11,1.435,15.14,10.19
4302.13,10292.12,178.27,1.14,12.72,10.18
3544.5,13527.42,249.98,1.663,13.51,11.56
4656.2,10621.42,217.33,0.448,16.3,8.45
7822.06,9298.54,259.89,1.946,16.07,10.08
5568.68,14237.89,245.36,1.91,14.06,12.0
2810.84,12858.88,264.15,0.982,17.34,8.01
2347.06,12089.3,292.96,0.659,13.18,7.77
3682.74,9552.28,199.68,2.089,13.42,11.72
3621.07,14652.99,166.81,1.515,15.63,10.77
2636.86,5644.19,271.02,1.861,17.01,9.46
6145.63,12542.58,163.75,2.365,15.06,12.81
4625.94,9622.7,228.98,0.326,15.42,8.16
7276.72,9168.08,282.37,1.363,13.83,9.32
5454.2,14807.86,151.41,1.377,13.01,11.5
6908.96,14780.96,243.0,0.603,17.67,8.18
5465.63,13983.37,210.25,0.702,17.41,8.99
3728.61,10100.79,178.77,0.943,17.11,9.84
3346.7,9724.09,261.86,0.738,12.0,10.1
4298.59,6366.27,213.94,1.518,16.92,8.73
5781.97,8312.13,204.1,1.302,13.0,10.63
6200.56,7599.45,223.17,2.209,14.34,12.52
7472.5,10914.82,167.01,1.634,16.6,11.69
2543.16,6875.08,262.08,2.218,16.76,10.62
2973.8,8318.22,281.84,2.071,12.82,11.53
7244.15,12937.3,234.2,0.558,13.02,8.99
2767.68,11961.49,292.11,1.075,17.73,7.81
3920.66,10400.79,293.16,1.78,15.41,9.83
6629.55,5674.79,214.68,2.146,17.75,11.2
2010.51,14380.67,258.82,0.957,12.32,8.75
7266.14,9631.18,252.9,1.416,14.08,10.23
2686.34,11149.34,262.0,1.426,14.2,10.1
6321.87,12695.99,165.82,1.902,13.54,11.97
5236.15,7320.26,280.51,1.693,13.52,11.25
7149.17,10878.16,294.16,2.197,15.96,9.91
4208.97,7995.09,176.78,2.27,12.04,13.56
6594.23,11311.47,170.14,1.332,12.71,11.45
4569.85,9468.13,297.31,2.425,17.33,9.97
7288.51,14651.83,210.81,0.366,13.74,9.42
6964.32,14797.89,176.5,2.072,13.47,13.45
6098.5,13989.29,200.09,0.31,17.75,7.12
3644.27,14511.77,299.86,0.972,13.16,10.36
6028.9,13775.15,271.95,0.605,13.13,8.57
6298.62,9371.64,200.47,2.186,16.22,11.42
4966.4,6557.34,224.45,1.007,13.39,9.95
3196.03,9324.25,167.14,1.328,14.84,10.25
5768.65,5804.71,297.06,0.287,15.43,6.78
5128.0,9038.34,271.86,1.292,14.95,9.24
6788.17,13534.11,292.78,1.252,14.29,9.91
3611.07,14915.03,159.53,1.184,17.01,9.79
7501.01,8011.08,165.66,2.129,14.26,13.53
4433.16,10972.06,254.56,2.146,15.47,11.61
2517.86,10330.17,270.98,0.557,13.41,8.29
7939.34,6976.42,278.69,0.969,13.8,10.17
2589.61,11766.89,181.31,1.046,16.19,9.54
5821.98,7101.81,296.06,2.057,17.86,9.72
2732.26,8102.67,232.58,0.861,17.73,7.92
2108.61,11753.22,290.54,1.455,12.25,9.16
4573.81,14096.9,251.26,2.385,16.06,10.76
4669.16,14243.35,173.56,0.203,12.31,10.03
7742.12,7075.49,297.2,0.136,16.2,6.12
6960.74,11271.23,208.74,2.271,13.36,12.12
6531.74,7444.53,240.12,1.388,13.23,11.05
7098.47,8893.25,262.58,1.96,15.71,10.28
6163.88,14183.85,226.83,1.808,13.0,10.94
5020.85,7043.04,228.82,1.506,13.52,10.02
6306.39,12796.43,220.53,2.232,12.02,13.24
2623.19,11011.46,251.88,0.27,15.16,8.46
4487.22,5717.63,186.53,1.963,13.66,13.07
4769.12,9046.23,277.16,1.29,16.33,7.88
5523.13,14150.45,249.36,0.42,16.6,7.28
5405.52,12327.12,286.06,0.529,17.4,6.43
4152.54,5128.95,171.42,1.059,14.21,11.34
5917.47,14053.57,183.26,0.361,17.14,8.99
7740.06,6738.04,290.01,0.296,14.79,7.95
3746.72,5924.69,221.33,0.696,13.39,9.95
4758.7,14147.47,246.41,1.564,17.24,9.45
6414.69,12978.44,188.91,1.883,13.14,11.91
3884.11,12165.61,289.85,1.468,16.73,10.31
6356.57,7635.65,199.43,0.178,13.42,9.14
7343.58,10114.83,224.67,0.173,16.81,7.15
7210.5,6604.02,178.32,1.439,12.7,11.2
2610.73,5523.64,227.62,1.467,12.75,11.36
4598.57,12459.72,175.33,1.195,12.06,11.33
4921.89,10377.13,296.4,2.147,16.18,9.82
3222.31,6010.21,163.5,0.71,17.67,9.69
7080.49,5880.43,155.72,0.253,14.34,9.45
4865.14,12220.63,172.39,1.91,15.01,11.31
2416.79,10030.49,266.7,1.708,16.1,9.2
5418.37,7129.46,201.36,2.393,17.92,12.28
2717.28,14416.44,159.26,0.557,13.5,10.66
5632.57,11606.52,197.59,1.011,16.61,10.38
5002.91,11342.79,150.38,1.232,14.6,10.81
3899.91,6019.05,184.36,2.309,15.44,11.73
2721.6,13817.65,209.56,1.866,14.01,11.86
3196.47,9504.58,232.37,1.43,13.7,11.07
2431.24,12168.73,288.59,2.169,16.13,10.37
7456.93,10378.1,154.13,2.133,13.53,12.96
3924.46,10315.18,250.61,2.177,14.85,11.36
4221.29,7512.43,231.58,1.327,14.42,10.2
4882.96,14138.57,159.65,1.183,12.75,11.93
5644.95,6072.92,165.25,0.301,17.35,8.84
3626.19,13205.34,294.7,0.902,15.53,8.28
6912.11,11740.07,151.38,2.177,14.44,12.9
6030.51,5255.07,249.77,1.526,12.96,11.43
5631.7,5409.81,270.35,1.195,17.14,8.25
5561.33,12846.32,244.69,2.157,17.04,10.9
6961.37,9099.2,254.22,2.402,16.36,11.05
4339.39,9270.86,230.96,1.947,15.16,11.15
5636.94,5553.65,256.61,1.967,12.24,12.38
6941.37,13015.46,172.77,1.59,12.19,13.1
3936.59,6178.74,197.98,1.389,12.17,12.69
5274.23,9356.44,199.19,0.451,13.97,9.27
6872.61,13475.71,202.71,1.861,16.16,10.95
3189.34,9222.73,225.86,0.944,15.05,9.68
7757.19,7648.69,169.51,0.218,16.35,8.46
3350.85,6079.81,265.98,1.045,15.05,8.91
5243.77,7381.58,241.02,0.125,17.04,7.01
2474.6,10036.88,232.8,0.949,15.62,8.69
3697.35,6349.91,221.27,0.808,17.69,7.96
5895.76,7807.49,228.28,2.095,16.57,11.86
3672.25,9539.13,151.4,0.503,15.36,10.12
5254.07,11400.22,180.77,1.288,14.24,10.25
3825.9,9715.66,252.34,0.794,13.28,9.48
2703.95,12259.54,258.09,0.633,17.06,7.64
5302.36,14047.52,263.24,0.538,13.36,9.41
4849.1,10656.26,203.88,1.897,13.82,12.36
4973.25,7527.9,215.07,1.963,13.01,12.12
7173.09,9002.42,222.98,0.907,16.97,8.83
6309.85,13810.86,297.1,0.813,17.44,6.87
7853.25,8098.39,277.03,0.779,16.12,7.55
5914.07,13685.09,215.06,1.629,15.24,10.79
6011.55,5239.61,170.19,0.168,17.23,7.21
7531.82,8186.27,288.43,0.402,16.54,6.18
3050.19,12168.87,242.24,0.594,14.9,8.33
4217.62,13643.4,159.48,0.889,13.71,10.97
3158.01,9821.01,210.77,1.432,17.19,10.35
6048.46,11532.02,175.47,0.735,13.42,9.71
3378.9,12825.55,299.13,0.938,16.0,7.77
2940.44,6586.9,154.96,0.87,13.68,9.99
4866.02,14253.57,217.93,1.172,17.16,9.43
6874.74,13388.52,279.76,1.695,12.24,11.92
4334.38,9080.97,298.0,1.825,12.95,9.86
5068.35,13836.47,273.66,0.453,14.21,8.34
7259.31,11315.71,285.65,0.403,13.24,8.33
6631.42,11394.42,233.67,1.701,14.58,10.74
2177.58,7015.53,190.57,2.162,17.49,10.83
6460.12,9012.3,179.26,2.422,17.64,11.69
3866.89,6894.39,230.0,2.131,14.31,12.38
2341.67,11501.3,179.91,1.994,16.47,11.66
5950.06,13765.1,178.62,0.514,14.85,8.58
7118.4,7252.35,289.22,0.578,15.99,8.09
2093.12,5532.49,285.91,1.703,16.82,9.94
4483.06,8683.42,299.8,1.285,16.93,9.16
4642.14,8261.55,297.06,2.047,13.76,10.97
4809.8,5415.12,196.34,2.271,17.56,12.23
6352.32,5620.26,171.33,1.418,17.31,9.77
3285.37,13272.4,294.1,1.106,12.92,8.8
5383.14,9498.07,156.27,1.407,12.1,12.65
4325.67,8255.71,283.46,1.459,14.87,10.37
4950.12,8111.91,208.21,0.847,14.16,9.98
6768.03,9354.82,191.74,1.454,15.23,11.31
5694.37,5490.4,287.12,0.237,15.79,6.33
7491.35,5170.91,180.14,1.88,17.55,10.88
7126.97,8903.46,243.14,1.556,14.84,10.54
5598.36,14190.0,270.82,0.323,16.55,7.8
5753.79,11325.55,274.55,0.657,16.5,8.71
3181.69,11035.95,262.43,1.375,14.32,9.49
6819.07,11725.74,276.52,1.322,13.72,9.65
6583.6,5226.11,161.21,2.173,14.76,13.16
3712.33,14033.84,184.81,0.846,15.47,10.62
2615.51,12011.77,191.2,0.988,16.06,9.27
4142.09,10004.48,206.23,0.315,13.75,8.59
3194.06,5655.34,223.7,0.446,16.38,8.23
7337.81,6329.43,275.57,2.48,15.44,11.6
6480.13,10943.53,288.6,1.048,14.37,9.03
4807.55,9529.03,173.53,1.32,12.73,11.04
2848.4,10077.91,268.4,0.344,12.01,8.74
2479.88,14740.65,226.64,0.395,13.72,9.2
6899.54,13276.6,284.27,1.787,12.31,10.24
3328.3,5391.18,219.64,1.615,14.78,9.64
6942.51,12328.5,284.6,1.699,16.6,9.53
4732.4,6059.38,242.3,2.261,15.91,11.77
2726.95,9651.04,283.76,0.358,16.84,7.25
7911.82,14418.86,261.95,1.11,13.0,9.55
6299.33,6179.18,264.65,0.136,14.52,7.93
2659.25,9681.51,229.71,1.329,12.38,11.53
2830.97,11417.83,243.15,0.836,16.4,8.58
3998.32,13667.65,285.84,2.215,12.17,12.44
7251.63,6325.94,241.26,0.838,14.13,9.96
4441.95,11231.76,166.41,0.86,15.19,10.04
2471.58,10301.17,274.35,1.278,13.26,9.22
6010.48,8028.73,188.97,0.845,15.36,10.61
3728.31,14468.96,228.33,1.99,15.14,11.53
3972.54,8150.68,184.65,2.423,12.84,13.51
6064.21,10589.14,172.28,1.926,16.72,12.77
3857.73,13364.0,289.93,1.457,12.92,9.32
2225.86,5869.58,247.88,0.937,16.54,7.97
2430.05,10392.26,196.31,1.749,15.66,10.99
2280.47,7784.66,255.45,1.237,17.58,8.7
6170.57,12982.08,169.72,1.138,12.41,11.64
5450.66,9176.75,298.43,1.23,17.79,7.0
5666.25,11904.8,222.48,1.074,12.28,10.4
2824.48,6050.32,214.53,0.34,17.05,7.82
2690.07,9552.36,199.24,1.576,14.8,10.9
4499.9,7702.81,251.8,1.914,15.08,10.78
7138.52,12682.77,178.48,0.407,15.15,8.5
2129.04,6577.62,225.72,1.962,16.47,10.3
5207.98,9345.36,151.1,0.901,17.58,9.77
7019.07,10501.81,231.59,0.683,13.17,8.54
6908.08,6424.58,185.56,1.339,13.29,10.58
4114.07,14449.05,251.16,2.201,16.89,11.37
6354.46,13520.82,165.61,0.352,15.84,8.72
6732.54,9141.09,240.13,1.633,13.65,10.67
4598.78,12376.1,267.23,1.491,15.75,9.74
7575.06,13823.14,276.84,0.891,14.63,9.03
7143.95,9345.93,275.11,2.389,16.25,11.68
4818.64,12047.63,168.5,2.083,13.48,13.08
2618.92,10347.76,297.17,2.316,12.01,12.71
7304.69,8122.7,279.19,1.037,15.54,8.13
4761.5,8189.66,216.57,0.621,17.23,7.96
3400.74,5177.79,233.91,2.256,13.37,12.17
2315.83,10993.78,297.97,1.323,14.28,8.87
4963.37,14519.54,227.6,0.439,12.72,9.12
4318.97,12958.22,195.08,1.573,14.22,11.57
4349.54,13008.26,290.07,1.762,15.62,10.54
7908.47,7244.92,215.42,2.233,12.49,13.6
6442.96,6744.73,215.19,2.044,16.61,12.19
7320.63,7317.16,257.1,0.439,16.77,7.32
4626.57,8316.1,243.81,2.177,15.93,9.94
3453.09,14525.05,209.59,1.685,16.57,10.69
2191.53,11799.39,166.07,1.26,14.68,10.29
7802.14,5553.68,238.27,1.707,15.42,10.54
7764.87,5306.89,237.41,2.049,15.84,11.48
6388.68,13401.61,228.8,0.673,12.6,9.27
2080.77,10808.09,257.33,1.181,16.79,8.07
5766.72,13894.79,225.37,1.304,12.09,10.92
2398.62,6302.06,213.26,1.834,14.41,11.64
6919.55,5419.0,273.59,1.098,15.51,8.61
7043.43,14147.79,293.04,0.568,14.74,7.47
5958.25,13998.68,219.07,1.858,16.32,10.5
2328.24,12893.67,291.14,1.714,14.62,10.21
2245.52,11016.79,194.28,2.009,15.92,11.4
4163.03,10984.65,200.42,0.343,15.61,7.54
7097.48,8207.16,228.22,0.551,14.93,9.18
6820.01,9312.02,172.81,0.202,17.89,8.29
2530.46,5941.23,164.5,2.293,17.69,12.77
6290.46,11486.02,219.99,1.802,15.04,11.27
4403.62,10721.56,237.25,2.237,16.53,9.96
7464.42,8388.0,219.4,2.243,16.68,11.15
4313.97,13757.6,159.28,0.432,17.86,9.51
2347.11,13922.83,193.47,2.217,17.92,10.94
5100.23,9839.6,183.62,0.746,15.96,8.63
2522.13,11244.63,249.99,0.64,12.69,8.62
4053.63,8676.48,267.39,1.219,13.36,9.75
7037.64,11234.31,151.68,0.495,14.83,9.18
7460.63,10070.66,226.83,1.249,13.31,10.67
3894.44,5985.32,278.29,0.573,14.63,7.33
7989.46,12237.72,203.39,2.286,13.68,13.13
4615.51,13864.36,231.34,1.002,12.2,9.74
2428.93,6194.47,282.88,0.525,17.69,6.57
3735.46,7199.91,173.69,1.715,13.61,12.17
3435.46,7578.15,198.36,1.804,15.33,11.02
5903.43,7643.92,188.95,0.508,14.47,9.44
5147.45,14035.34,170.04,0.932,13.67,10.02
3190.92,5460.41,293.83,0.362,16.24,8.06
3054.75,5182.27,228.83,1.909,13.47,11.58
7166.52,14612.44,159.56,0.34,12.89,10.31
3298.26,8142.0,293.1,2.108,12.44,12.3
6032.16,10783.88,175.57,1.415,13.28,11.26
2612.73,11850.25,214.77,1.278,12.92,10.04
3307.99,14398.2,297.73,0.193,12.37,7.6
7490.56,10332.99,246.63,2.282,12.22,12.5
2631.71,6908.43,278.45,0.372,13.48,8.05
4151.79,7949.76,234.5,1.256,14.02,10.83
5428.22,9700.68,263.94,1.191,17.67,8.16
2150.23,13299.8,194.18,0.617,12.16,9.75
6244.12,9449.97,184.81,2.387,12.62,14.55
5413.25,8627.52,151.39,0.977,15.34,10.55
6275.43,14398.48,267.81,0.857,12.46,9.36
3809.27,9334.49,273.34,2.465,14.57,11.91
5028.19,13134.55,276.12,2.011,16.76,9.64
2059.95,7566.16,253.48,0.748,13.09,9.36
6115.17,5228.85,169.76,1.483,14.79,11.52
2624.7,9318.42,167.82,0.657,13.64,9.81
4243.12,9687.4,278.99,1.156,13.41,9.14
2255.52,6120.05,282.33,0.743,13.62,7.91
6158.23,12834.21,249.93,2.036,17.95,9.86
5821.06,14710.3,265.37,1.978,13.85,11.44
4748.54,9903.2,158.85,1.149,16.97,9.88
5796.58,7012.47,273.64,0.349,15.79,7.13
3021.86,5828.49,227.32,0.759,14.09,9.51
7654.68,7864.48,264.16,1.916,13.42,11.09
7005.07,5989.48,195.82,1.295,14.43,10.68
6281.76,14880.63,199.29,0.447,17.34,8.72
2770.85,6969.4,237.33,0.793,13.36,9.03
2363.39,5762.47,152.57,0.758,16.45,8.59
4183.67,6449.88,238.64,1.503,15.56,10.77
5383.93,9752.65,241.95,0.923,15.36,8.86
2403.91,12437.85,271.04,0.683,14.87,10.07
5157.57,7813.31,188.92,0.69,15.21,9.98
4481.49,7981.63,194.48,0.806,16.53,9.93
4840.53,8084.72,251.31,0.789,16.57,9.33
2380.82,10362.99,181.93,0.839,12.35,11.36
6786.6,7650.92,168.45,1.462,14.53,12.28
4677.96,9962.38,199.36,0.905,14.04,8.58
4834.47,12116.01,275.87,0.819,15.94,9.32
7733.41,13457.03,286.31,2.336,16.03,10.38
6439.46,6444.34,231.2,0.238,14.0,8.82
4610.22,9485.74,222.91,0.737,17.07,8.35
7019.34,7887.89,218.07,1.237,17.16,9.92
6409.58,11924.17,207.66,0.566,17.26,8.85
4973.18,6620.72,258.64,2.455,15.13,11.51
2268.01,13541.78,159.34,1.131,16.85,9.94
4826.0,6074.39,174.98,0.791,15.56,10.13
7978.71,9170.26,157.24,2.051,16.57,11.5
4885.13,12092.65,191.18,1.193,12.7,11.36
2849.74,8864.05,220.36,2.144,13.0,12.04
5600.82,12996.46,223.16,1.835,12.88,10.41
6787.13,11325.62,201.15,1.43,16.26,10.06
4700.66,5552.1,221.1,2.262,13.54,12.74
3899.33,13845.25,262.34,0.908,17.38,8.03
7576.49,9237.27,211.1,0.963,15.33,9.73
5560.3,12508.1,208.32,2.062,12.99,12.8
2130.51,13310.34,281.77,0.614,13.58,8.47
3698.29,7014.47,230.46,1.969,14.99,10.74
5683.92,7037.68,266.72,2.015,16.93,9.01
3772.41,5534.01,275.58,0.407,13.2,8.14
2411.26,7993.73,173.96,1.778,13.65,12.05
2545.3,12613.82,193.84,1.443,14.27,9.83
6086.03,13849.36,235.81,1.917,12.77,12.3
5446.9,14992.1,159.87,2.267,14.12,13.2
6553.0,14120.39,249.01,0.857,15.98,8.71
2042.34,10657.38,188.57,1.175,16.77,9.63
6732.36,9890.28,175.97,0.275,13.75,9.77
4400.29,13928.55,208.5,2.312,14.91,11.38
2534.61,7699.65,220.91,0.583,14.92,8.32
5117.65,14536.76,222.54,0.451,17.94,8.37
5350.81,6852.83,256.78,1.601,13.11,10.78
7722.46,10342.94,246.38,1.281,12.1,10.21
7643.54,11820.17,217.88,1.104,15.59,10.02
6662.73,8175.91,295.82,0.96,13.31,9.05
4270.3,13105.29,199.96,1.475,14.3,11.53
5903.78,12779.14,184.4,0.327,16.9,8.45
6281.79,12115.88,292.43,0.128,13.67,7.2
5593.34,7167.74,208.79,0.617,13.81,9.12
3069.58,6715.64,262.71,1.32,12.11,9.48
4673.88,6965.16,283.54,0.622,13.61,9.36
4313.91,10215.27,154.94,0.461,13.89,10.94
6911.29,14849.68,214.9,0.91,15.24,8.54
3301.12,13005.49,240.9,2.22,16.47,10.5
4512.62,11294.8,224.61,1.871,15.4,10.8
6994.92,6460.29,227.84,0.444,13.58,8.44
5652.55,14287.76,260.99,1.495,12.13,10.01
5882.61,9752.28,174.59,1.902,16.46,11.98
5526.55,12189.26,240.85,1.847,16.66,9.57
6377.83,10159.39,172.09,1.961,14.68,12.19
7546.7,13183.61,167.5,1.971,15.43,11.65
7479.9,13512.71,210.77,2.439,15.66,12.71
7066.41,6547.41,169.75,1.267,15.01,10.67
2273.11,14056.74,243.84,2.321,12.52,11.71
4698.46,8161.19,258.42,0.735,13.89,8.83
6137.88,5178.97,197.02,0.435,13.29,9.1
4436.8,13612.4,246.66,2.156,13.36,11.88
6948.34,8302.22,219.36,1.532,13.4,12.07
4018.32,8980.82,282.37,0.78,16.13,7.73
3421.05,8392.64,229.87,0.538,17.4,8.13
5230.28,14054.23,273.11,1.823,15.58,9.84
2859.83,10429.94,206.82,0.742,14.7,8.63
4391.62,11136.81,164.89,1.023,16.59,11.04
4465.26,14821.23,170.96,1.241,17.38,9.18
3458.96,9647.04,288.63,1.286,16.95,9.12
